permit_number,inspection_date,inspection_type,result,notes,inspector_name,reinspection_flag,source_url
ELZ-2026-0458,2026-05-24,Rough-in,Partial,Upper heptapentacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement heptapentacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0458/1
ELZ-2026-0458,2026-05-25,Correction follow-up,Pass,Replacement heptapentacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0458/2
ELZ-2026-0459,2026-05-24,Rough-in,Partial,Upper octapentacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement octapentacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0459/1
ELZ-2026-0459,2026-05-25,Correction follow-up,Pass,Replacement octapentacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0459/2
ELZ-2026-0460,2026-05-24,Rough-in,Partial,Upper enneapentacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement enneapentacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0460/1
ELZ-2026-0460,2026-05-25,Correction follow-up,Pass,Replacement enneapentacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0460/2
ELZ-2026-0461,2026-05-24,Rough-in,Partial,Upper hexacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement hexacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0461/1
ELZ-2026-0461,2026-05-25,Correction follow-up,Pass,Replacement hexacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0461/2
ELZ-2026-0462,2026-05-24,Rough-in,Partial,Upper henhexacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement henhexacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0462/1
ELZ-2026-0462,2026-05-25,Correction follow-up,Pass,Replacement henhexacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0462/2
ELZ-2026-0463,2026-05-24,Rough-in,Partial,Upper dohexacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement dohexacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0463/1
ELZ-2026-0463,2026-05-25,Correction follow-up,Pass,Replacement dohexacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0463/2
ELZ-2026-0464,2026-05-24,Rough-in,Partial,Upper trihexacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement trihexacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0464/1
ELZ-2026-0464,2026-05-25,Correction follow-up,Pass,Replacement trihexacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0464/2
ELZ-2026-0465,2026-05-24,Rough-in,Partial,Upper tetrahexacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement tetrahexacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0465/1
ELZ-2026-0465,2026-05-25,Correction follow-up,Pass,Replacement tetrahexacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0465/2
ELZ-2026-0466,2026-05-24,Rough-in,Partial,Upper pentahexacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement pentahexacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0466/1
ELZ-2026-0466,2026-05-25,Correction follow-up,Pass,Replacement pentahexacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0466/2
ELZ-2026-0467,2026-05-24,Rough-in,Partial,Upper hexahexacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement hexahexacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0467/1
ELZ-2026-0467,2026-05-25,Correction follow-up,Pass,Replacement hexahexacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0467/2
ELZ-2026-0468,2026-05-24,Rough-in,Partial,Upper heptahexacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement heptahexacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0468/1
ELZ-2026-0468,2026-05-25,Correction follow-up,Pass,Replacement heptahexacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0468/2
ELZ-2026-0469,2026-05-24,Rough-in,Partial,Upper octahexacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement octahexacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0469/1
ELZ-2026-0469,2026-05-25,Correction follow-up,Pass,Replacement octahexacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0469/2
ELZ-2026-0470,2026-05-24,Rough-in,Partial,Upper enneahexacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement enneahexacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0470/1
ELZ-2026-0470,2026-05-25,Correction follow-up,Pass,Replacement enneahexacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0470/2
ELZ-2026-0471,2026-05-24,Rough-in,Partial,Upper heptacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement heptacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0471/1
ELZ-2026-0471,2026-05-25,Correction follow-up,Pass,Replacement heptacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0471/2
ELZ-2026-0472,2026-05-24,Rough-in,Partial,Upper henaheptacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement henaheptacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0472/1
ELZ-2026-0472,2026-05-25,Correction follow-up,Pass,Replacement henaheptacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0472/2
ELZ-2026-0473,2026-05-24,Rough-in,Partial,Upper doheptacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement doheptacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0473/1
ELZ-2026-0473,2026-05-25,Correction follow-up,Pass,Replacement doheptacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0473/2
ELZ-2026-0474,2026-05-24,Rough-in,Partial,Upper triheptacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement triheptacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0474/1
ELZ-2026-0474,2026-05-25,Correction follow-up,Pass,Replacement triheptacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0474/2
ELZ-2026-0475,2026-05-24,Rough-in,Partial,Upper tetraheptacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement tetraheptacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0475/1
ELZ-2026-0475,2026-05-25,Correction follow-up,Pass,Replacement tetraheptacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0475/2
ELZ-2026-0476,2026-05-24,Rough-in,Partial,Upper pentaheptacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement pentaheptacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0476/1
ELZ-2026-0476,2026-05-25,Correction follow-up,Pass,Replacement pentaheptacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0476/2
ELZ-2026-0477,2026-05-24,Rough-in,Partial,Upper hexaheptacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement hexaheptacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0477/1
ELZ-2026-0477,2026-05-25,Correction follow-up,Pass,Replacement hexaheptacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0477/2
ELZ-2026-0478,2026-05-24,Rough-in,Partial,Upper heptaheptacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement heptaheptacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0478/1
ELZ-2026-0478,2026-05-25,Correction follow-up,Pass,Replacement heptaheptacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0478/2
ELZ-2026-0479,2026-05-24,Rough-in,Partial,Upper octaheptacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement octaheptacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0479/1
ELZ-2026-0479,2026-05-25,Correction follow-up,Pass,Replacement octaheptacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0479/2
ELZ-2026-0480,2026-05-24,Rough-in,Partial,Upper enneaheptacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement enneaheptacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0480/1
ELZ-2026-0480,2026-05-25,Correction follow-up,Pass,Replacement enneaheptacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0480/2
ELZ-2026-0481,2026-05-24,Rough-in,Partial,Upper octacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement octacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0481/1
ELZ-2026-0481,2026-05-25,Correction follow-up,Pass,Replacement octacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0481/2
ELZ-2026-0482,2026-05-24,Rough-in,Partial,Upper henoctacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement henoctacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0482/1
ELZ-2026-0482,2026-05-25,Correction follow-up,Pass,Replacement henoctacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0482/2
ELZ-2026-0483,2026-05-24,Rough-in,Partial,Upper duooctacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement duooctacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0483/1
ELZ-2026-0483,2026-05-25,Correction follow-up,Pass,Replacement duooctacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0483/2
ELZ-2026-0484,2026-05-24,Rough-in,Partial,Upper trioctacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement trioctacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0484/1
ELZ-2026-0484,2026-05-25,Correction follow-up,Pass,Replacement trioctacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0484/2
ELZ-2026-0485,2026-05-24,Rough-in,Partial,Upper tetraoctacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement tetraoctacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0485/1
ELZ-2026-0485,2026-05-25,Correction follow-up,Pass,Replacement tetraoctacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0485/2
ELZ-2026-0486,2026-05-24,Rough-in,Partial,Upper pentaoctacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement pentaoctacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0486/1
ELZ-2026-0486,2026-05-25,Correction follow-up,Pass,Replacement pentaoctacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0486/2
ELZ-2026-0487,2026-05-24,Rough-in,Partial,Upper hexaoctacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement hexaoctacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0487/1
ELZ-2026-0487,2026-05-25,Correction follow-up,Pass,Replacement hexaoctacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0487/2
ELZ-2026-0488,2026-05-24,Rough-in,Partial,Upper heptaoctacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement heptaoctacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0488/1
ELZ-2026-0488,2026-05-25,Correction follow-up,Pass,Replacement heptaoctacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0488/2
ELZ-2026-0489,2026-05-24,Rough-in,Partial,Upper octaoctacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement octaoctacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0489/1
ELZ-2026-0489,2026-05-25,Correction follow-up,Pass,Replacement octaoctacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0489/2
ELZ-2026-0490,2026-05-24,Rough-in,Partial,Upper enneaoctacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement enneaoctacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0490/1
ELZ-2026-0490,2026-05-25,Correction follow-up,Pass,Replacement enneaoctacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0490/2
ELZ-2026-0491,2026-05-24,Rough-in,Partial,Upper nonagintafoil wing garden porch attic pantry closet branch wiring repaired but replacement nonagintafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0491/1
ELZ-2026-0491,2026-05-25,Correction follow-up,Pass,Replacement nonagintafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0491/2
ELZ-2026-0492,2026-05-24,Rough-in,Partial,Upper hennonagintafoil wing garden porch attic pantry closet branch wiring repaired but replacement hennonagintafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0492/1
ELZ-2026-0492,2026-05-25,Correction follow-up,Pass,Replacement hennonagintafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0492/2
ELZ-2026-0493,2026-05-24,Rough-in,Partial,Upper duononagintafoil wing garden porch attic pantry closet branch wiring repaired but replacement duononagintafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0493/1
ELZ-2026-0493,2026-05-25,Correction follow-up,Pass,Replacement duononagintafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0493/2
ELZ-2026-0494,2026-05-24,Rough-in,Partial,Upper triononagintafoil wing garden porch attic pantry closet branch wiring repaired but replacement triononagintafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0494/1
ELZ-2026-0494,2026-05-25,Correction follow-up,Pass,Replacement triononagintafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0494/2
ELZ-2026-0495,2026-05-24,Rough-in,Partial,Upper tetranonagintafoil wing garden porch attic pantry closet branch wiring repaired but replacement tetranonagintafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0495/1
ELZ-2026-0495,2026-05-25,Correction follow-up,Pass,Replacement tetranonagintafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0495/2
ELZ-2026-0496,2026-05-24,Rough-in,Partial,Upper pentanonagintafoil wing garden porch attic pantry closet branch wiring repaired but replacement pentanonagintafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0496/1
ELZ-2026-0496,2026-05-25,Correction follow-up,Pass,Replacement pentanonagintafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0496/2
ELZ-2026-0497,2026-05-24,Rough-in,Partial,Upper hexanonagintafoil wing garden porch attic pantry closet branch wiring repaired but replacement hexanonagintafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0497/1
ELZ-2026-0497,2026-05-25,Correction follow-up,Pass,Replacement hexanonagintafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0497/2
ELZ-2026-0498,2026-05-24,Rough-in,Partial,Upper heptanonagintafoil wing garden porch attic pantry closet branch wiring repaired but replacement heptanonagintafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0498/1
ELZ-2026-0498,2026-05-25,Correction follow-up,Pass,Replacement heptanonagintafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0498/2
ELZ-2026-0499,2026-05-24,Rough-in,Partial,Upper octanonagintafoil wing garden porch attic pantry closet branch wiring repaired but replacement octanonagintafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0499/1
ELZ-2026-0499,2026-05-25,Correction follow-up,Pass,Replacement octanonagintafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0499/2
ELZ-2026-0500,2026-05-24,Rough-in,Partial,Upper centafoil wing garden porch attic pantry closet branch wiring repaired but replacement centafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0500/1
ELZ-2026-0500,2026-05-25,Correction follow-up,Pass,Replacement centafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0500/2
ELZ-2026-0501,2026-05-24,Rough-in,Partial,Upper henacentafoil wing garden porch attic pantry closet branch wiring repaired but replacement henacentafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0501/1
ELZ-2026-0501,2026-05-25,Correction follow-up,Pass,Replacement henacentafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0501/2
ELZ-2026-0502,2026-05-24,Rough-in,Partial,Upper doacentafoil wing garden porch attic pantry closet branch wiring repaired but replacement doacentafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0502/1
ELZ-2026-0502,2026-05-25,Correction follow-up,Pass,Replacement doacentafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0502/2
ELZ-2026-0503,2026-05-24,Rough-in,Partial,Upper triacentafoil wing garden porch attic pantry closet branch wiring repaired but replacement triacentafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0503/1
ELZ-2026-0503,2026-05-25,Correction follow-up,Pass,Replacement triacentafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0503/2
